CRN,ACCESS_CTRL,ADJ_RDWY_SEQ,LANE_COUNT,OFFSET,RDWY_COUNTY,RDWY_ORIENT,RDWY_SEQ_NUM,ROAD_OWNER,ROUTE,SEGMENT,SPEED_LIMIT,STREET_NAME
2006124271,,3,2,,67,W,3,2,1002,,25.0,CHELTENHAM AV
2006022191,3.0,3,3,1673.0,67,N,3,2,3007,40.0,35.0,BENJAMIN FRANKLIN PY
2006094395,,4,2,0.0,67,E,3,4,,,35.0,SEDGEWICK AV
2006055261,,3,2,,67,E,3,1,0001,,,ROSSEVELT BL
2006124277,,4,1,,67,N,3,4,,,,THIRD ST
2006081434,,3,3,,67,W,3,1,0676,,50.0,
2006094970,3.0,3,2,0.0,67,E,3,2,0291,26.0,40.0,BARTRAM AV
2006123819,,3,2,,67,E,3,4,,,,WILLITS RD
2006081569,,4,2,0.0,67,S,3,4,,,25.0,TABOR AV
2006062403,1.0,4,2,0.0,67,N,4,2,8005,750.0,,RAMP RD
2006054586,,3,1,0.0,67,S,3,4,,,25.0,SIXTH ST
2006124739,,5,2,,67,S,5,4,,,,TWENTYFIRST ST
2006021912,3.0,4,2,0.0,67,S,4,2,0611,101.0,25.0,BROAD ST
2006094190,,5,2,,67,N,5,4,,,25.0,THIRTYSECOND ST
2006054033,,3,2,,67,E,3,4,,,25.0,LUZERNE ST
2006081411,,4,2,,67,W,3,4,,,25.0,OXFORD AV
2006102352,,3,2,,67,U,3,2,1018,,35.0,GRANT AV
2006054945,3.0,3,2,1169.0,67,U,3,2,2007,100.0,,FRANKFORD AV
2006065599,3.0,3,2,1253.0,67,E,3,2,1002,80.0,35.0,ADAMS AV
2006082098,,4,1,,67,S,3,4,,,25.0,WINGOHOCKING ST
2006115619,3.0,4,2,2110.0,67,N,4,4,G039,30.0,25.0,FIFTEENTH ST
2006055801,,4,1,,67,S,3,4,,,25.0,BELGRADE ST
2006080875,,3,99,,67,S,3,4,,,,FOURTIETH ST
2006096622,,3,1,0.0,67,N,3,4,,,15.0,ELEVENTH ST
2006053698,,3,2,,67,W,3,4,,,25.0,PRIMROSE AV
2006080853,,4,99,,67,N,4,4,,,,FIFTH ST
2006080293,,3,2,,67,N,3,2,3004,,,SIXTYFIFTH ST
2006056436,1.0,3,1,640.0,67,W,3,2,8006,10.0,15.0,RAMP RD
2006062444,,3,2,0.0,67,N,4,4,,,35.0,FAIRHILL ST
2006080111,3.0,5,2,0.0,67,N,5,2,3013,10.0,35.0,ISLAND AV
2006065374,,4,2,,67,E,4,4,,,,TYSON AV
2006055178,3.0,3,2,2254.0,67,U,3,2,1001,150.0,35.0,VERREE RD
2006081362,3.0,3,2,1364.0,67,W,3,2,2016,30.0,,ALLEGHENY AV
2006103223,,4,99,,67,N,4,4,,,25.0,FIFTEENTH ST
2006056227,3.0,3,2,2210.0,67,E,3,2,1005,50.0,25.0,CASTOR AV
2006125516,3.0,3,2,653.0,67,E,3,2,4002,90.0,35.0,STENTON AV
2006081490,,3,3,,67,S,3,2,0001,,50.0,
2006065390,,4,2,,67,E,3,4,,,25.0,HENDRIX ST
2006055546,3.0,3,3,0.0,67,N,3,2,0001,360.0,45.0,ROOSEVELT BL
2006079212,3.0,3,2,1696.0,67,E,3,2,0003,90.0,35.0,CHESTNUT ST
2006103264,3.0,3,3,0.0,67,N,3,2,3007,30.0,,BENJAMIN FRANKLIN PY
2006056136,,3,1,0.0,67,N,4,4,,,25.0,HAWTHORNE ST
2006065608,3.0,4,1,160.0,67,N,4,2,1005,82.0,15.0,CASTOR AV
2006104971,,5,2,,67,W,5,4,,,25.0,SOLLY AV
2006092711,,3,99,,67,E,4,4,,,,OREGON AV
2006055615,3.0,7,2,3272.0,67,S,8,2,2009,121.0,35.0,HARBISON AV
2006036160,3.0,3,2,1301.0,67,E,3,2,2014,100.0,25.0,LEHIGH AV
2006021330,3.0,3,2,1563.0,67,N,4,2,4009,20.0,35.0,ROBERTS AV
2006056090,,3,2,0.0,67,N,4,4,,,,LYKENS LN
2006125408,3.0,3,2,578.0,67,E,3,2,1004,70.0,30.0,ERIE AV
2006081033,,4,2,,67,U,4,4,,,,FORTYSECOND ST
2006114621,3.0,3,2,99.0,67,N,3,2,2009,40.0,,ARAMINGO AV
2006054109,,6,2,,67,E,6,4,,,,DEVEREAUX AV
2006081073,,3,1,0.0,67,S,4,4,,,35.0,POINT BREEZE AV
2006105116,,5,2,,67,E,5,4,,,25.0,CALLOWHILL ST
2006055150,,3,4,,67,S,3,4,,,35.0,FIFTYEIGHTH ST
2006036555,,3,1,0.0,67,N,4,4,,,,RINGGOLD ST
2006113342,3.0,4,2,0.0,67,N,4,2,1011,90.0,30.0,WELSH RD
2006093850,3.0,3,2,0.0,67,E,3,2,2004,20.0,25.0,MARKET ST
2006055670,,3,2,,67,S,3,4,,,,COLUMBUS BL
2006033337,,4,2,,67,E,4,4,,,25.0,SEDGWICK ST
2006114410,3.0,3,2,100.0,67,W,3,2,1002,81.0,35.0,ADAMS AV
2006094140,,3,1,0.0,67,S,4,4,,,,FOURTH ST
2006123817,,3,2,,67,N,4,4,,,,SIXTYTHIRD ST
2006082123,,3,1,,67,N,3,4,,,15.0,GRATZ ST
2006094894,,4,99,,67,W,4,4,,,,WESTMORELAND AV
2006055591,,3,2,,67,S,4,4,,,25.0,RUGBY ST
2006033802,,3,1,0.0,67,W,4,4,,,15.0,MORRIS ST
2006112583,,5,99,0.0,67,E,5,4,,,,SIXTYSIXTH ST
2006055856,3.0,4,2,2063.0,67,S,4,2,0532,51.0,35.0,BUSTLETON AV
2006126824,,8,99,,67,S,8,4,,,,TORRESDALE AV
2006021915,,4,99,,67,E,4,4,,,,BIRCH ST
2006096023,3.0,6,2,2250.0,67,N,6,2,2007,150.0,25.0,FRANKFORD AV
2006125461,,3,1,,67,N,4,4,,,,CARLISLE ST
2006081383,,3,2,,67,E,4,4,,,20.0,MOUNT PLEASANT ST
2006037606,3.0,3,2,0.0,67,N,3,2,3027,10.0,25.0,SIXTEENTH ST
2006094241,,4,2,0.0,67,E,3,4,,,,WELSH RD
2006055840,3.0,3,2,3390.0,67,N,3,2,4007,30.0,25.0,WAYNE AV
2006081504,,4,2,0.0,67,N,3,4,,,15.0,GRANGE AV
2006094936,,3,2,,67,E,4,4,,,35.0,HORTER ST
2006055581,,4,99,,67,W,3,4,,,,GIRARD AV
2006079641,,3,2,,67,S,4,4,,,,FOURTH ST
2006103168,,3,2,,67,E,3,4,,,25.0,SHAWMONT AV
2006055276,,3,3,,67,S,3,2,0001,,50.0,
2006033030,,4,2,,67,N,4,4,,,35.0,FRONT ST
2006115583,1.0,3,3,3431.0,67,W,4,2,0063,23.0,55.0,WOODHAVEN RD
2006095213,,4,1,,67,N,3,4,,,35.0,SIXTYFIRST ST
2006126884,3.0,3,2,0.0,67,N,3,2,0532,20.0,35.0,BUSTLETON AV
2006037204,3.0,4,6,0.0,67,E,3,2,3022,10.0,25.0,PENN SQ
2006105134,,4,1,,67,N,4,4,,,25.0,WOOLSTON AV
2006054663,,4,2,,67,N,4,4,,,25.0,HARTEL AV
2006062454,,3,4,0.0,67,S,3,4,,,35.0,SEVENTIETH ST
2006082120,3.0,3,2,2407.0,67,W,3,2,4004,80.0,25.0,OLNEY AV
2006094952,,3,2,,67,W,4,4,,,25.0,THOMAS AV
2006055598,3.0,5,2,1610.0,67,E,7,2,1002,80.0,35.0,ADAMS AV
2006081103,,4,2,0.0,67,N,3,4,,,25.0,MICHENER AV
2006113330,,4,2,,67,N,4,4,,,25.0,SECOND ST
2006115867,,5,2,,67,U,5,4,,,,DUNGAN RD
2006055931,3.0,3,2,337.0,67,N,3,2,0611,160.0,25.0,BROAD ST
2006081070,3.0,3,2,0.0,67,S,3,2,3023,10.0,25.0,SIXTYFIFTH ST
2006094982,3.0,3,2,127.0,67,W,3,2,3010,10.0,,
2006055167,,3,1,0.0,67,N,4,4,,,25.0,PALETHORPE ST
2006124384,,4,99,,67,S,4,4,,,,SEVENTEENTH ST
2006081397,3.0,3,2,2360.0,67,E,3,2,1014,30.0,35.0,RHAWN ST
2006092460,,3,99,,67,W,4,4,,,,WYOMING AV
2006054098,,4,2,,67,U,3,4,,,25.0,FAIRMOUNT AV
2006083005,3.0,4,2,0.0,67,S,4,2,1013,71.0,30.0,ACADEMY RD
2006096570,3.0,4,2,0.0,67,S,4,2,0013,151.0,35.0,HUNTING PARK AV
2006053518,3.0,3,2,1461.0,67,N,3,2,3007,10.0,,ARCH ST
2006062459,3.0,3,2,1214.0,67,W,3,2,1001,10.0,35.0,RISING SUN AV
2006036811,3.0,5,2,0.0,67,N,5,2,1015,50.0,35.0,KNIGHTS RD
2006054979,3.0,6,2,50.0,67,U,9,2,0532,10.0,35.0,WELSH RD
2006065558,1.0,4,1,0.0,67,S,4,2,8029,250.0,,RAMP M RD
2006019448,,4,1,0.0,67,N,3,4,,,25.0,SEVENTH ST
2006116557,3.0,3,2,2963.0,67,N,3,2,4013,50.0,25.0,LINCOLN DR
2006123845,3.0,3,2,1092.0,67,S,3,2,3015,111.0,25.0,SIXTYTHIRD ST
2006081088,,3,2,,67,S,4,4,,,,FIFTYEIGHTH ST
2006037178,,3,2,0.0,67,W,4,4,,,35.0,MORRIS ST
2006056000,3.0,4,2,679.0,67,S,4,2,0001,51.0,35.0,CITY AV
2006125395,,3,2,,67,E,4,4,,,15.0,SOMERVILLE AV
2006081932,,4,2,,67,U,3,4,,,,OSAGE ST
2006092911,,3,2,0.0,67,E,3,4,,,30.0,ADAMS AV
2006053643,3.0,5,2,0.0,67,E,5,2,4004,80.0,25.0,OLNEY AV
2006080861,,6,2,,67,U,8,4,,,,CAPPONI ENTERPRISES RD
2006115635,,6,2,,67,U,6,4,,,35.0,GRANT AV
2006116047,3.0,4,2,2879.0,67,W,6,2,1018,21.0,,GRANT AV
2006125409,,3,2,,67,S,4,4,,,,K ST
2006081126,,3,1,0.0,67,N,4,4,,,,WILDEY ST
2006094088,,3,1,,67,S,3,4,,,25.0,LEE ST
2006054090,,3,2,1455.0,67,W,3,2,2016,61.0,,ALLEGHENY AV
2006080686,3.0,3,2,819.0,67,U,3,2,1014,70.0,35.0,RHAWN ST
2006113357,,3,2,,67,U,3,4,,,25.0,N 9TH ST
2006055998,3.0,3,2,2767.0,67,W,3,2,0030,20.0,30.0,LANCASTER AV
2006067845,3.0,3,2,2770.0,67,S,3,2,1015,31.0,35.0,KNIGHTS RD
2006020529,3.0,3,2,897.0,67,E,3,2,3007,20.0,35.0,ARCH ST
2006096033,3.0,3,2,0.0,67,W,3,2,4002,130.0,30.0,GODFREY AV
2006125702,,3,4,,67,S,3,2,0001,,35.0,CITY AV
2006022179,3.0,4,3,0.0,67,S,4,2,0001,161.0,40.0,ROOSEVELT BL
2006062715,,5,99,,67,E,4,4,,,35.0,MONTGOMERY DR
2006123749,,3,5,,67,W,4,4,,,35.0,WASHINGTON AV
2006055809,,3,2,,67,N,3,4,,,30.0,KENSINGTON AV
2006080906,3.0,3,2,1940.0,67,E,3,2,3018,80.0,30.0,HAVERFORD AV
2006094996,,4,1,,67,N,4,4,,,25.0,PRESTON ST
2006125736,3.0,3,2,0.0,67,N,3,2,4019,40.0,25.0,WASHINGTON LN
2006081506,,3,1,0.0,67,N,4,4,,,35.0,EIGHTEENTH ST
2006065636,,4,2,0.0,67,E,3,4,,,25.0,HUNTING PARK AV
2006055065,,3,2,,67,U,3,4,,,25.0,CHESTER AV
2006082518,,3,1,,67,U,4,4,,,,WISHART ST
2006113329,,3,2,,67,W,4,4,,,,UNKNOWN RD
2006093884,,3,2,,67,E,3,4,,,25.0,WELLINGTON ST
2006053876,3.0,3,2,887.0,67,E,3,2,2002,50.0,,SNYDER AV
2006033325,3.0,3,2,0.0,67,N,3,2,0013,300.0,35.0,FRANKFORD AV
2006062274,,3,2,0.0,67,N,4,4,,,25.0,GILBERT ST
2006056110,3.0,3,2,2469.0,67,W,3,2,4017,40.0,25.0,UPSAL ST
2006124716,,3,99,,67,E,4,4,,,,FILBERT ST
2006022083,3.0,3,2,0.0,67,W,3,2,1009,40.0,25.0,BRIDGE ST
2006092913,3.0,3,2,1988.0,67,N,3,2,1005,170.0,35.0,CASTOR AV
2006053692,,3,2,,67,E,4,4,,,30.0,TIOGA ST
2006033282,,4,99,,67,N,4,4,,,,CORAL ST
2006062194,3.0,3,99,100.0,67,E,3,2,3015,20.0,,COBBS CREEK PY
2006054564,,4,1,,67,N,3,4,,,25.0,EIGHTEENTH ST
2006124550,,4,2,,67,E,3,4,,,,GLENWOOD ST
2006082109,,3,4,,67,S,4,4,,,25.0,LAWRENCE ST
2006094218,3.0,3,3,170.0,67,W,3,2,0003,41.0,35.0,WALNUT ST
2006125384,,4,2,,67,E,4,4,,,25.0,LONGSHORE AV
2006079408,,3,2,0.0,67,E,4,4,,,,RODMAN ST
2006102765,,4,99,0.0,67,N,3,4,,,,FRONTENAC ST
2007007679,,4,4,,67,E,4,4,,,,MEDIA ST
2006103543,,4,1,0.0,67,S,3,4,,,25.0,CRISPIN ST
2007034421,,4,2,,67,U,4,4,,,,WOODHAVEN RD
2006018436,,4,1,0.0,67,S,3,4,,,,DARRAH ST
2006038664,3.0,3,1,1268.0,67,S,3,2,2007,121.0,,FRANKFORD AV
2006102193,,4,2,,67,E,4,4,,,25.0,SPENCER ST
2006112837,,4,2,0.0,67,E,3,4,,,25.0,WISTER ST
2006102178,,4,2,,67,E,4,4,,,,KENNEDY ST
2006113269,3.0,3,2,1988.0,67,N,3,2,2001,200.0,,RICHMOND ST
2007011125,3.0,3,2,1110.0,67,N,3,2,4005,50.0,25.0,GERMANTOWN AV
2006113074,,5,2,,67,N,5,4,,,25.0,MASCHER ST
2006103675,1.0,3,2,528.0,67,N,3,2,0001,140.0,50.0,
2007026999,,3,4,,67,W,3,4,,,35.0,BEN FRANKLIN BR
2007009822,,3,2,,67,N,4,4,,,,13TH ST
2006113325,,4,2,,67,W,4,4,,,,WESTMORELAND ST
2006081644,3.0,3,2,1104.0,67,U,3,2,3013,20.0,35.0,ISLAND AV
2006037603,3.0,3,2,1692.0,67,N,3,2,2007,60.0,25.0,FRANKFORD AV
2007006890,,4,2,,67,E,3,4,,,,FILLMORE AV
2006035962,,3,99,0.0,67,E,4,4,,,,DIAMOND ST
2007023213,3.0,3,3,0.0,67,N,3,2,6001,170.0,,ROOSEVELT BL
2007007681,1.0,5,1,1030.0,67,S,3,2,8021,500.0,,RAMP C RD
2006105845,3.0,3,2,0.0,67,W,3,2,1004,50.0,,ERIE AV
2007023028,3.0,3,2,0.0,67,E,3,2,3015,20.0,25.0,COBBS CREEK PY
2006102072,3.0,3,2,230.0,67,N,3,2,0013,120.0,25.0,RIDGE AV
2006102371,,3,2,0.0,67,N,3,4,,,,FIFTH ST
2006102194,,4,2,,67,E,3,4,,,25.0,FISHER AV
2006037747,3.0,3,2,2889.0,67,S,3,2,0532,31.0,35.0,BUSTLETON AV
2007006889,3.0,4,2,0.0,67,W,4,2,0291,37.0,40.0,ISLAND AV
2007008398,,3,2,,67,N,3,4,,,,WALKER ST
2006087000,,3,2,0.0,67,S,4,4,,,25.0,TWELFTH ST
2006082575,3.0,3,2,2320.0,67,N,3,2,0013,100.0,,THIRTYTHIRD ST
2006104966,,3,1,0.0,67,S,4,4,,,30.0,SIXTH ST
2007006791,,5,2,,67,S,5,4,,,25.0,THIRTIETH ST
2006081607,3.0,3,3,0.0,67,N,3,2,0001,240.0,35.0,ROOSEVELT BL
2007023096,3.0,3,2,2148.0,67,S,3,2,3019,61.0,35.0,PASSYUNK AV
2006105119,1.0,4,1,400.0,67,S,4,2,8039,250.0,,RAMP G RD
2006018663,,6,99,,67,E,6,4,,,,BROUS AV
2006081650,3.0,3,2,1334.0,67,S,4,2,3009,80.0,25.0,RIDGE AV
2007022268,3.0,3,2,1607.0,67,N,3,2,4005,60.0,25.0,GERMANTOWN AV
2007009852,,4,3,,67,N,4,4,,,,NINETEENTH ST
2006103266,,3,1,0.0,67,N,4,4,,,20.0,SECOND ST
2007007676,,4,2,,67,N,4,4,,,,FIFTYNINTH ST
2006103221,,4,99,0.0,67,N,3,4,,,,MILLICK ST
2007006962,,3,2,,67,E,3,4,,,35.0,CECIL B MOORE AV
2006037601,,3,2,,67,E,4,4,,,25.0,PINE ST
2007009846,,5,3,,67,E,4,4,,,,SPRUCE ST
2006037589,,5,1,,67,S,5,4,,,25.0,BELGRADE ST
2007008509,3.0,3,2,0.0,67,N,3,2,0532,90.0,35.0,BUSTLETON AV
2006035786,3.0,3,2,1385.0,67,W,3,2,4017,60.0,25.0,UPSAL ST
2007007732,3.0,4,3,3419.0,67,N,5,2,2009,120.0,,HARBISON AV
2006037117,3.0,4,2,1757.0,67,W,4,2,3010,51.0,30.0,MARKET ST
2007007157,3.0,4,2,1557.0,67,S,4,2,0013,141.0,30.0,HUNTING PARK AV
2007007708,3.0,3,2,2894.0,67,N,3,2,0532,30.0,35.0,BUSTLETON AV
2006101909,,4,1,,67,W,4,4,,,25.0,WINGOHOCKING ST
2007023135,,3,3,,67,E,3,2,3019,,25.0,ESSINGTON AV
2007092960,3.0,3,2,910.0,67,W,3,2,2016,30.0,,ALLEGHENY AV
2006103450,3.0,3,2,1274.0,67,E,3,2,0073,40.0,30.0,COTTMAN AV
2007020795,,3,1,,67,E,3,4,,,25.0,BAINBRIDGE ST
2006018364,,3,1,0.0,67,W,3,4,,,,FEDERAL ST
2006113441,3.0,3,2,521.0,67,S,3,2,3003,11.0,,TWENTYSIXTH ST
2006082661,3.0,8,2,0.0,67,S,8,2,3019,11.0,35.0,BARTRAM AV
2006081451,,3,2,,67,N,4,4,,,25.0,LIMEKILN PK
2006105308,,3,99,0.0,67,N,4,4,,,,EDMUND ST
2007008547,3.0,3,3,0.0,67,E,3,2,2676,10.0,25.0,VINE ST
2006037752,3.0,3,2,1893.0,67,S,3,2,1013,31.0,35.0,ACADEMY RD
2006020104,3.0,3,2,1924.0,67,N,3,2,0013,260.0,35.0,FRANKFORD AV
2006113340,,4,2,,67,W,3,4,,,25.0,MARKET ST
2006103884,,4,99,0.0,67,W,4,4,,,,CHAMPLOST AV
2007021956,1.0,3,1,915.0,67,N,3,2,8033,760.0,55.0,RAMP E RD
2006128123,,5,2,,46,E,5,4,,,15.0,GREENHILL RD
2006104285,,4,2,0.0,67,N,3,4,,,25.0,RICHMOND ST
2007007113,,3,2,,67,E,3,4,,,25.0,6TH ST
2006103176,3.0,5,3,0.0,67,N,5,2,2009,120.0,,HARBISON AV
2007054440,,3,1,,67,W,4,4,,,25.0,ASHLEY ST
2006084182,,3,3,,67,E,3,4,,,45.0,WALT WHITMAN BR
2006112659,,3,1,0.0,67,N,4,4,,,25.0,FIFTH ST
2006104245,3.0,3,99,,67,N,3,2,1004,140.0,,TORRESDALE ST
2007034408,,6,2,1204.0,67,W,6,2,2016,101.0,,ALLEGHENY AV
2006035951,3.0,3,4,2295.0,67,S,3,2,2009,11.0,25.0,ARAMINGO AV
2007006965,3.0,3,2,2756.0,67,W,3,2,2010,22.0,25.0,CECIL B MOORE AV
2006062399,3.0,3,2,1246.0,67,N,3,2,0013,280.0,35.0,FRANKFORD AV
2006055314,,4,2,,67,E,4,4,,,35.0,MARGARET ST
2006034194,3.0,4,2,2102.0,67,S,4,2,0013,161.0,35.0,HUNTING PARK AV
2006079956,,3,2,,67,U,3,4,,,,BARTRAM AV
2006094184,3.0,3,2,0.0,67,E,3,2,2014,50.0,25.0,LEHIGH AV
2006054230,1.0,4,1,780.0,67,E,4,2,8002,250.0,,RAMP RD
2006080993,3.0,3,6,1728.0,67,N,3,2,0001,321.0,45.0,ROOSEVELT BL
2006056499,3.0,3,2,1208.0,67,E,3,2,2676,4.0,25.0,VINE ST
2006055835,,4,2,,67,W,4,4,,,20.0,WISTER ST
2006081141,,4,2,,67,E,4,4,,,25.0,WASHINGTON AV
2006102489,3.0,6,3,0.0,67,W,8,2,1018,31.0,,GRANT AV
2006115747,,3,2,,67,N,4,4,,,30.0,BINGHAM ST
2006055639,3.0,3,3,0.0,67,W,5,2,0003,81.0,35.0,WALNUT ST
2006116078,,3,2,,67,E,3,4,,,,WESTMORELAND ST
2006065740,3.0,3,2,558.0,67,S,3,2,3017,30.0,25.0,FIFTYSECOND ST
2006056351,,4,2,,67,E,4,4,,,25.0,GORGAS LN
2006124250,,3,2,,67,N,4,4,,,25.0,WORTHINGTON RD
2006079917,3.0,3,3,981.0,67,S,3,2,6001,161.0,40.0,ROOSEVELT BL
2006116059,,4,99,,67,E,4,4,,,,WALLACE ST
2006053808,3.0,3,2,2447.0,67,E,3,2,1004,30.0,,ERIE AV
2006080673,3.0,6,2,61.0,67,E,5,2,1018,30.0,,GRANT AV
2006062380,3.0,3,2,2335.0,67,N,3,2,1001,30.0,30.0,RISING SUN AV
2006055092,3.0,3,2,1241.0,67,W,3,2,2008,41.0,,GIRARD AV
2006124011,3.0,4,2,2879.0,67,W,6,2,1018,21.0,35.0,GRANT AV
2006081663,3.0,3,2,3447.0,67,W,3,2,2016,40.0,30.0,ALLEGHENY AV
2006116049,,3,2,,67,W,4,4,,,25.0,ROBERTS ST
2006126315,,5,99,,67,N,5,4,,,,FIFTYNINTH ST
2006024172,,3,2,0.0,67,N,3,4,,,25.0,FIFTH ST
2006094396,,3,2,0.0,67,S,4,4,,,25.0,CRITTENDEN ST
2006055273,,3,2,0.0,67,N,4,4,,,,AMERICAN ST
2006124287,3.0,3,2,2948.0,67,N,3,2,3015,30.0,25.0,COBBS CREEK PY
2006079909,,3,2,0.0,67,E,4,4,,,25.0,CHESTER AV
2006095242,,3,2,0.0,67,W,4,4,,,35.0,NEDRO AV
2006124254,,3,2,,67,S,4,4,,,,TWENTY-FIFTH ST
2006081755,,4,2,,67,U,4,4,,,,DELANCEY ST
2006062403,1.0,3,1,1772.0,67,S,3,2,8005,500.0,,RAMP RD
2006054658,1.0,3,1,366.0,67,S,4,2,0095,185.0,25.0,NORTH RAMP RD
2006124739,3.0,4,3,784.0,67,W,4,2,3010,101.0,,MARKET ST
2006021912,3.0,3,2,0.0,67,N,3,2,0611,100.0,25.0,BROAD ST
2006094190,3.0,4,2,350.0,67,W,4,2,3010,61.0,25.0,MARKET ST
2006054103,3.0,3,2,2556.0,67,U,3,2,3019,90.0,,PASSYUNK AV
2006081460,,3,2,0.0,67,S,4,4,,,25.0,BELFIELD AV
2006094388,,3,2,,67,E,4,4,,,,DIAMOND ST
2006054975,,3,1,,67,S,4,4,,,25.0,FIFTEENTH ST
2006065603,,3,99,,67,N,3,4,,,,PULASKI AV
2006082030,,3,2,,67,W,3,4,,,,PARKSIDE DR
2006115619,3.0,3,1,4838.0,67,E,3,4,G018,14.0,25.0,SOUTH ST
2006126802,1.0,3,4,2094.0,67,E,3,1,0076,3400.0,50.0,SCHUYLKILL EX
2006080893,,3,2,,67,S,3,4,,,,LYNFORD ST
2006094575,,3,99,,67,S,4,4,,,,FIFTYFOURTH ST
2006055555,,3,4,,67,N,3,1,0095,,55.0,ALLEGHENY AV
2006080853,3.0,3,2,0.0,67,E,3,2,1004,40.0,,ERIE AV
2006037169,,4,99,,67,N,4,4,,,,BURHOLME AV
2006055175,,3,2,,67,N,4,4,,,25.0,LANGDON ST
2006062444,,4,2,0.0,67,W,3,4,,,25.0,CHELTEN AV
2006080111,3.0,4,2,0.0,67,W,4,2,0291,37.0,40.0,ISLAND AV
2006065374,3.0,3,3,0.0,67,N,3,2,0001,260.0,40.0,ROOSEVELT BL
2006055204,,3,99,0.0,67,N,3,4,,,,PENNWAY ST
2006079633,,3,2,,67,E,3,2,0063,,40.0,
2006103223,3.0,3,2,1457.0,67,E,3,2,2016,40.0,25.0,ALLEGHENY AV
2006056165,,4,2,,67,N,4,4,,,,SIXTYEIGHTH ST
2006124014,,3,2,,67,S,4,4,,,,FIFTH ST
2006081513,,3,3,,67,S,3,1,0095,,55.0,
2006063253,,3,99,0.0,67,N,3,4,,,,LINCOLN DR
2006055550,3.0,3,2,458.0,67,W,3,2,1016,3.0,30.0,PENNYPACK CR
2006081020,1.0,3,3,143.0,67,N,3,1,0095,264.0,55.0,DELAWARE EX
2006103695,,3,99,0.0,67,E,3,4,,,,SHAWMONT AV
2006056136,,4,2,0.0,67,E,3,4,,,30.0,CHELTENHAM AV
2006065608,3.0,3,1,105.0,67,N,3,2,1005,82.0,15.0,
2006104971,3.0,3,2,0.0,67,W,4,2,1016,3.0,30.0,PENNYPACK CR
2006092711,,4,1,0.0,67,S,3,4,,,25.0,FIFTEENTH ST
2006055615,3.0,8,2,3388.0,67,S,7,2,2009,121.0,35.0,HARBISON AV
2006036483,3.0,3,2,1144.0,67,N,3,2,0013,270.0,35.0,FRANKFORD AV
2006021330,1.0,4,1,600.0,67,W,3,2,8041,20.0,,RAMP RD
2006056090,,4,2,0.0,67,E,3,4,,,,BELLSMILLS RD
2006125426,,3,2,,67,S,4,4,,,,COLGATE ST
2006081033,3.0,3,2,672.0,67,E,3,2,0030,60.0,30.0,GIRARD AV
2006114801,,4,2,,67,E,5,4,,,,GEORGES HILL DR
2006054109,,5,2,,67,U,5,4,,,,EVERETT AV
2006081073,,4,1,0.0,67,W,3,4,,,35.0,REED ST
2006105116,3.0,4,2,0.0,67,S,4,2,3015,101.0,35.0,SIXTYTHIRD ST
2006055154,,3,1,,67,W,3,4,,,25.0,ARROTT ST
2006036555,,4,1,0.0,67,W,3,4,,,,TASKER ST
2006113342,3.0,3,2,0.0,67,N,3,2,1001,140.0,35.0,VERREE RD
